Description,emotion,movie_name,all_movie_names,movie_name_count,genres,mean_rating,median_rating,minimum_rating,maximum_rating,review_count,unique_review_count,genre_list,genre_count,genres_text,description_word_count,description_character_count,log_review_count,log_unique_review_count
"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",anticipation,Adventureland,Adventureland,1,['Comedy'],6.294117647058823,8.0,2.0,9.0,17,17,['Comedy'],1,comedy,32,169,2.8903717578961645,2.8903717578961645
"Vignettes about eight different couples at varying points in their relationships, each having conversations immediately after having sex.",anticipation,After Sex,After Sex,1,['Comedy'],6.0,6.0,6.0,6.0,1,1,['Comedy'],1,comedy,18,137,0.6931471805599453,0.6931471805599453
A government agent trains Cody Banks in the ways of covert operations that require younger participants.,anticipation,Agent Cody Banks,Agent Cody Banks,1,['Action'],5.238095238095238,5.0,2.0,10.0,21,21,['Action'],1,action,16,104,3.091042453358316,3.091042453358316
"Hady, a famous actor, is shortlisted for the role of the young pope in an international production. To prepare for the decisive casting, Hady chooses to hole up, away from his hectic life, ...                See full summary »",anticipation,All Roads Lead to Rome,All Roads Lead to Rome,1,"['Comedy', 'Romance']",5.125,5.0,2.0,10.0,8,8,"['Comedy', 'Romance']",2,comedy romance,38,226,2.1972245773362196,2.1972245773362196
"John Livingston is a rich mama's-boy, who owns a blooded dog named Paul. Paul meets Maggie Mutt, and Paul, being a pedigree canine and somewhat of a cad, lures trusting Maggie to the barn ...                See full summary »",anticipation,Almost Human,Almost Human,1,"['Horror', 'Science Fiction']",8.1,9.0,5.0,9.0,10,10,"['Horror', 'Science Fiction']",2,horror science_fiction,39,225,2.3978952727983707,2.3978952727983707
"American soldier, obviously very skilled in martial arts, single-handedly takes on mercenaries in the Philippines.",anticipation,American Ninja,American Ninja,1,"['Action', 'Adventure']",6.25,6.0,5.0,7.0,8,8,"['Action', 'Adventure']",2,action adventure,15,114,2.1972245773362196,2.1972245773362196
"In this sexy lesbian romp, Lola will lose her job and her girlfriend if she can't get to a crucial meeting on time. She's got just three chances to get it right.",anticipation,And Then Came Lola,And Then Came Lola,1,"['Comedy', 'Drama']",3.4,3.0,1.0,7.0,5,5,"['Comedy', 'Drama']",2,comedy drama,32,161,1.791759469228055,1.791759469228055
"The rise and fall of a young eccentric British writer, in the early 20th century.",anticipation,Angel,Angel,1,"['Comedy', 'Drama', 'Romance']",1.0,1.0,1.0,1.0,5,1,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,15,81,1.791759469228055,0.6931471805599453
"Un Ange follows the encounter of a prostitute, Fae, and a world-famous athlete, Thierry.",anticipation,Angel,Angel,1,"['Comedy', 'Drama', 'Romance']",1.0,1.0,1.0,1.0,5,1,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,14,88,1.791759469228055,0.6931471805599453
"Set against the backdrop of boxing at the Naval Academy, centers on a young man from the wrong side of the tracks whose dream of attending Annapolis becomes a reality.",anticipation,Annapolis,Annapolis,1,['Drama'],6.421052631578948,6.0,2.0,10.0,19,19,['Drama'],1,drama,30,167,2.995732273553991,2.995732273553991
"A late bloomer, 15-year-old Flo experiences his sexual awakening, relentlessly targeting his gorgeous classmate Leonie. Flos friends eagerly try to help him out. The only problem may be Leonies boyfriend.",anticipation,Ants in the Pants,Ants in the Pants,1,"['Comedy', 'Romance']",8.4,9.0,7.0,9.0,5,5,"['Comedy', 'Romance']",2,comedy romance,30,204,1.791759469228055,1.791759469228055
"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",anticipation,Are We There Yet?,Are We There Yet?,1,"['Adventure', 'Comedy', 'Family', 'Romance']",6.611111111111111,7.5,2.0,10.0,18,18,"['Adventure', 'Comedy', 'Family', 'Romance']",4,adventure comedy family romance,25,130,2.9444389791664403,2.9444389791664403
A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,anticipation,Around the World in 80 Days,Around the World in 80 Days,1,"['Action', 'Adventure', 'Comedy']",6.823529411764706,8.0,2.0,10.0,34,17,"['Action', 'Adventure', 'Comedy']",3,action adventure comedy,19,117,3.5553480614894135,2.8903717578961645
"A woman becomes very curious about one of her psychiatrist husband's inmates, a man who was found guilty in the murder and disfigurement of his former wife.",anticipation,Asylum,Asylum,1,"['Horror', 'Thriller', 'Mystery']",9.0,9.0,9.0,9.0,4,1,"['Horror', 'Thriller', 'Mystery']",3,horror thriller mystery,27,156,1.6094379124341003,0.6931471805599453
Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,anticipation,Bachelorette,Bachelorette,1,"['Comedy', 'Romance']",6.75,8.0,2.0,10.0,16,16,"['Comedy', 'Romance']",2,comedy romance,21,108,2.833213344056216,2.833213344056216
Four prostitutes join together to travel the Old West.,anticipation,Bad Girls,Bad Girls,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",5.625,5.0,3.0,9.0,16,8,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",5,action adventure comedy drama western,9,54,2.833213344056216,2.1972245773362196
"Hoping to impress a pretty girl he's after, a playboy poses as a newspaperman and goes after a big story.",anticipation,Badge of Honor,Badge of Honor,1,"['Drama', 'Crime', 'Thriller']",6.0,6.0,6.0,6.0,2,2,"['Drama', 'Crime', 'Thriller']",3,drama crime thriller,20,105,1.0986122886681098,1.0986122886681098
"Four ""actors"" go to a cabin in the woods for the weekend to write a movie script. They talk about a relationship movie or a paper bag over the head movie. It starts with an anonymous baghead and slowly escalates.",anticipation,Baghead,Baghead,1,"['Drama', 'Comedy', 'Horror']",4.0,4.0,4.0,4.0,2,2,"['Drama', 'Comedy', 'Horror']",3,drama comedy horror,40,212,1.0986122886681098,1.0986122886681098
The story is of a deaf-mute hitman and his partner who are based in Bangkok. He is friends with his partner's girlfriend who is a stripper at a local club. They go about their assassination...                See full summary »,anticipation,Bangkok Dangerous,Bangkok Dangerous,1,"['Thriller', 'Action', 'Crime', 'Drama']",5.315789473684211,6.0,2.0,9.0,38,19,"['Thriller', 'Action', 'Crime', 'Drama']",4,thriller action crime drama,39,226,3.6635616461296463,2.995732273553991
"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",anticipation,Beastly,Beastly,1,"['Drama', 'Fantasy', 'Romance']",5.545454545454546,5.5,2.0,10.0,22,22,"['Drama', 'Fantasy', 'Romance']",3,drama fantasy romance,27,140,3.1354942159291497,3.1354942159291497
"Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town.",anticipation,Beautiful Creatures,Beautiful Creatures,1,"['Comedy', 'Crime', 'Drama', 'Thriller']",7.133333333333334,7.0,4.0,10.0,30,15,"['Comedy', 'Crime', 'Drama', 'Thriller']",4,comedy crime drama thriller,31,199,3.4339872044851463,2.772588722239781
Detective tries to figure out who killed a man who predicted his own death.,anticipation,Before Midnight,Before Midnight,1,"['Romance', 'Drama']",6.636363636363637,6.0,3.0,9.0,11,11,"['Romance', 'Drama']",2,romance drama,14,75,2.4849066497880004,2.4849066497880004
"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom Bewitched (1964).",anticipation,Bewitched,Bewitched,1,"['Comedy', 'Fantasy', 'Romance']",3.608695652173913,1.0,1.0,10.0,46,23,"['Comedy', 'Fantasy', 'Romance']",3,comedy fantasy romance,29,181,3.8501476017100584,3.1780538303479458
A visitor to the Everglades swamps in Florida encounters and falls in love with an uneducated girl. But he finds competition for her affections from the unlikely and mysterious A. ...                See full summary »,anticipation,Big Daddy,Big Daddy,1,"['Comedy', 'Drama']",6.545454545454546,7.0,2.0,10.0,11,11,"['Comedy', 'Drama']",2,comedy drama,35,217,2.4849066497880004,2.4849066497880004
"A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",anticipation,Big Eyes,Big Eyes,1,['Drama'],6.7272727272727275,7.0,2.0,10.0,22,22,['Drama'],1,drama,34,202,3.1354942159291497,3.1354942159291497
"Two rock-'n-rolling teens, on the verge of failing their class, are approached by a time machine that helps them make the ultimate history presentation.",anticipation,Bill & Ted's Excellent Adventure,Bill & Ted's Excellent Adventure,1,"['Adventure', 'Comedy', 'Science Fiction']",6.928571428571429,7.5,2.0,10.0,14,14,"['Adventure', 'Comedy', 'Science Fiction']",3,adventure comedy science_fiction,24,152,2.70805020110221,2.70805020110221
Add a Plot,anticipation,Black Sheep,Adam and Eve | Aladdin | Albela | Anna | Anna Karenina | Beauty and the Beast | Black Sheep | Blind Date | Boys and Girls | Broken | Butterfly | Cake | Catch and Release | Chef | Chocolate | Darling | Date Night | Do Not Disturb | Festival | For the Birds | Forever | Get Over It | Happy New Year | Hero | High Life | Honeymoon | It Happened One Night | It's Complicated | Just Friends | Just a Kiss | Khushi | King's Ransom | Knockout | La La Land | Last Resort | Life | Life Is Beautiful | Love | Maggie | Maine Dil Tujhko Diya | Man of the House | Mark of the Devil | Midnight | Mirrors | Nostalgia | Obsession | Once Upon a Time | Perfume | Phoenix | Plastic | Queen | Revenge | Robin Hood | Romance | Scent of a Woman | School Spirit | Secrets & Lies | She's the One | Sleeping Beauty | Spy | Stalker | Stranded | Summer Love | Sunset | Superman | Supernova | Temptation | The Breaking Point | The Guest | The Knot | The List | The Lovers | The One | The Other Half | The Perfect Husband | The Perfect Man | The Raven | The Return | The Wedding Planner | True Love | Truth or Dare | Underground | Unforgettable | Valentine | Valentine's Day | Valiant | Vertigo | Wish You Were Here | You Again,89,['Comedy'],5.48852157943067,5.0,1.0,10.0,2178,1067,['Comedy'],1,comedy,3,10,7.68662133494462,6.97354301952014
"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",anticipation,Blue Valentine,Blue Valentine,1,"['Drama', 'Romance']",5.3076923076923075,6.0,2.0,9.0,13,13,"['Drama', 'Romance']",2,drama romance,20,135,2.6390573296152584,2.6390573296152584
"Set in the 1920s, a young woman sets out to lose her virginity. Her mission leads her to a Moroccan sheikh and a Spanish bullfighter.",anticipation,Bolero,Bolero,1,"['Drama', 'Romance']",4.65,3.5,1.0,10.0,20,20,"['Drama', 'Romance']",2,drama romance,25,133,3.044522437723423,3.044522437723423
"'Yesterday's tragedy is today's comedy.' Caffe 'Boomerang' is one of Belgrade's many cafes. Seemingly just a backdrop for our cast of crazy characters, but in reality much more than that. ...                See full summary »",anticipation,Boomerang,Boomerang,1,"['Comedy', 'Romance']",6.875,8.0,2.0,10.0,16,16,"['Comedy', 'Romance']",2,comedy romance,35,225,2.833213344056216,2.833213344056216
A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,anticipation,Bring It On,Bring It On,1,['Comedy'],6.4375,7.0,2.0,10.0,16,16,['Comedy'],1,comedy,28,187,2.833213344056216,2.833213344056216
A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,anticipation,Burlesque,Burlesque,1,"['Drama', 'Romance']",8.090909090909092,9.0,2.0,10.0,22,22,"['Drama', 'Romance']",2,drama romance,20,109,3.1354942159291497,3.1354942159291497
"The U.S. government, eager to protect the nation's avocado supplies, recruits feminist professor Margo Hunt to make contact with the Piranha Women, an all-female tribe who believe men are only good as a source of food.",anticipation,Cannibal Women in the Avocado Jungle of Death,Cannibal Women in the Avocado Jungle of Death,1,"['Horror', 'Comedy', 'Adventure']",6.0,7.0,2.0,9.0,15,15,"['Horror', 'Comedy', 'Adventure']",3,horror comedy adventure,36,218,2.772588722239781,2.772588722239781
An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,anticipation,Carol,Carol,1,"['Romance', 'Drama']",6.0,6.0,2.0,9.0,17,17,"['Romance', 'Drama']",2,romance drama,15,97,2.8903717578961645,2.8903717578961645
A food writer who has lied about being the perfect housewife must try to cover her deception when her boss and a returning war hero invite themselves to her home for a traditional family Christmas.,anticipation,Christmas in Connecticut,Christmas in Connecticut,1,"['Comedy', 'Romance']",5.166666666666667,5.0,4.0,6.0,6,6,"['Comedy', 'Romance']",2,comedy romance,35,197,1.9459101490553132,1.9459101490553132
An updated take on the classic tale of a mistreated step-daughter who dreams of marrying a prince.,anticipation,Cinderella,Cinderella,1,"['Family', 'Fantasy', 'Animation', 'Romance']",5.473684210526316,4.0,2.0,10.0,209,19,"['Family', 'Fantasy', 'Animation', 'Romance']",4,family fantasy animation romance,17,98,5.3471075307174685,2.995732273553991
"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",anticipation,Cinderella Man,Cinderella Man,1,"['Romance', 'Drama', 'History']",6.25,7.5,2.0,9.0,8,8,"['Romance', 'Drama', 'History']",3,romance drama history,22,134,2.1972245773362196,2.1972245773362196
A romantic drama about an old woman in her mid-60s who enters into an affair after 30 years of marriage.,anticipation,Cloud 9,Cloud 9,1,"['Drama', 'Romance']",5.0,5.0,5.0,5.0,3,1,"['Drama', 'Romance']",2,drama romance,20,104,1.3862943611198906,0.6931471805599453
"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",anticipation,Clueless,Clueless,1,"['Comedy', 'Drama', 'Romance']",6.8125,7.0,2.0,10.0,16,16,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,32,193,2.833213344056216,2.833213344056216
"The trials and tribulations of wealthy young Manhattanites and their sexual coming of age, a romantic comedy set at an Upper East Side preparatory school.",anticipation,Coming Soon,Coming Soon,1,"['Romance', 'Comedy']",6.375,6.0,3.0,9.0,16,8,"['Romance', 'Comedy']",2,romance comedy,25,154,2.833213344056216,2.1972245773362196
"An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman.",anticipation,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,1,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",7.571428571428571,8.0,4.0,10.0,14,14,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",5,comedy crime drama romance thriller,24,136,2.70805020110221,2.70805020110221
"Southern California's Hotel Coronado caters to, and is frequented by, members of the social upper-crust. Although she lives on the wrong side of the San Diego tracks, in a tent-city with ...                See full summary »",anticipation,Coronado,Coronado,1,"['Action', 'Adventure', 'Thriller']",4.818181818181818,6.0,2.0,7.0,11,11,"['Action', 'Adventure', 'Thriller']",3,action adventure thriller,36,224,2.4849066497880004,2.4849066497880004
A wannabe blues-guitar virtuoso seeks a long-lost song by legendary musician Roberto Johnson.,anticipation,Crossroads,Crossroads,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",3.1052631578947367,1.0,1.0,10.0,57,19,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",7,action adventure comedy drama family music romance,13,93,4.060443010546419,2.995732273553991
Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.,anticipation,Cruel Intentions,Cruel Intentions,1,"['Drama', 'Romance', 'Thriller']",8.0,9.5,3.0,10.0,8,8,"['Drama', 'Romance', 'Thriller']",3,drama romance thriller,23,141,2.1972245773362196,2.1972245773362196
"Plaid-skirted schoolgirls are groomed by a secret government agency to become the newest members of the elite national-defense group, D.E.B.S.",anticipation,D.E.B.S.,D.E.B.S.,1,['Action'],7.0,8.0,3.0,9.0,6,6,['Action'],1,action,20,142,1.9459101490553132,1.9459101490553132
"Phil, a part-time truck driver and singer who wears his pants far too high, meets a feisty platinum blonde who challenges him to a drag race through Griffith Park. When he is caught and ...                See full summary »",anticipation,Daddy-O,Daddy-O,1,[],4.2727272727272725,4.0,1.0,10.0,11,11,[],0,unknown_genre,39,223,2.4849066497880004,2.4849066497880004
"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",anticipation,Date Movie,Date Movie,1,['Comedy'],3.64,1.0,1.0,10.0,25,25,['Comedy'],1,comedy,16,90,3.258096538021482,3.258096538021482
Feminine and romantic melodrama that women are the main target audience. The story of four intersecting narratives are intertwined and linked together. Foojan released the designer has to ...                See full summary »,anticipation,Day and Night,Day and Night,1,['Drama'],3.5,3.5,1.0,6.0,2,2,['Drama'],1,drama,33,225,1.0986122886681098,1.0986122886681098
A funeral parlor employee looks to unravel a 10-year-old mystery.,anticipation,Dead Awake,Dead Awake,1,"['Thriller', 'Romance']",3.625,3.0,2.0,6.0,48,16,"['Thriller', 'Romance']",2,thriller romance,10,65,3.8918202981106265,2.833213344056216
A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,anticipation,Dear John,Dear John,1,"['Drama', 'Romance', 'War']",7.190476190476191,8.0,2.0,10.0,21,21,"['Drama', 'Romance', 'War']",3,drama romance war,18,103,3.091042453358316,3.091042453358316
"John is a shipmaster on a very small transportation boat which regularly attends a very small harbour to buy food, actually from Anna's father. She is a waitress and has a young daughter. ...                See full summary »",anticipation,Dear John,Dear John,1,"['Drama', 'Romance', 'War']",7.190476190476191,8.0,2.0,10.0,21,21,"['Drama', 'Romance', 'War']",3,drama romance war,38,225,3.091042453358316,3.091042453358316
"How does fate work in love? This is main theme examined in this movie. When we begin, there are two storylines taking place, until the ""fated"" couples are paired...but are they really the ...                See full summary »",anticipation,Deja Vu,Deja Vu,1,['Drama'],6.894736842105263,8.0,2.0,10.0,19,19,['Drama'],1,drama,38,225,2.995732273553991,2.995732273553991
"The bedroom of an apartment in Paseo de la Castellana, Madrid. It is Sofia's bedroom, a deluxe escort. Her new client discovers the name that is tattoed on her leg 'Diana'... Is it your ...                See full summary »",anticipation,Diana,Diana,1,"['Drama', 'Romance']",5.714285714285714,6.0,2.0,9.0,14,14,"['Drama', 'Romance']",2,drama romance,39,223,2.70805020110221,2.70805020110221
"Wilcoxon, a Scotland Yard inspector, travels to New York to investigate the activities of an international band of jewel thieves.",anticipation,Dragnet,Dragnet,1,"['Action', 'Comedy', 'Crime']",6.235294117647059,7.0,2.0,10.0,17,17,"['Action', 'Comedy', 'Crime']",3,action comedy crime,20,129,2.8903717578961645,2.8903717578961645
A band director recruits a Harlem street drummer to play at a Southern university.,anticipation,Drumline,Drumline,1,"['Drama', 'Romance', 'Comedy', 'Music']",6.0,6.5,3.0,9.0,12,12,"['Drama', 'Romance', 'Comedy', 'Music']",4,drama romance comedy music,14,82,2.5649493574615367,2.5649493574615367
"When an assassin loses his memory, an unsuccessful actor exchanges identities with him.",anticipation,End Game,End Game,1,"['Action', 'Mystery', 'Thriller']",2.5,1.0,1.0,8.0,14,14,"['Action', 'Mystery', 'Thriller']",3,action mystery thriller,13,87,2.70805020110221,2.70805020110221
An insurance agent is sent by her employer to track down and help capture an art thief.,anticipation,Entrapment,Entrapment,1,"['Romance', 'Drama', 'Mystery']",4.944444444444445,5.0,2.0,10.0,18,18,"['Romance', 'Drama', 'Mystery']",3,romance drama mystery,17,87,2.9444389791664403,2.9444389791664403
Evidence is a 1929 Pre-Code crime drama film produced and distributed by the Warner Brothers. It is based on the 1914 Broadway play Evidence by J. duRocher MacPherson and L. duRocher ...                See full summary »,anticipation,Evidence,Evidence,1,"['Horror', 'Thriller', 'Mystery']",6.086956521739131,7.0,2.0,9.0,69,23,"['Horror', 'Thriller', 'Mystery']",3,horror thriller mystery,36,220,4.248495242049359,3.1780538303479458
"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.",anticipation,Exit to Eden,Exit to Eden,1,"['Thriller', 'Comedy', 'Crime', 'Romance']",6.4375,6.0,2.0,10.0,16,16,"['Thriller', 'Comedy', 'Crime', 'Romance']",4,thriller comedy crime romance,27,157,2.833213344056216,2.833213344056216
A janitor who claims he's seen a murder becomes romantically involved with the glamorous TV reporter covering the story.,anticipation,Eyewitness,Eyewitness,1,"['Action', 'Mystery', 'Thriller']",4.0,4.0,4.0,4.0,4,4,"['Action', 'Mystery', 'Thriller']",3,action mystery thriller,19,120,1.6094379124341003,1.6094379124341003
"In New York City, a young counterfeiter is introduced to the world of underground street fighting by a seasoned scam artist, who becomes his manager on the bare-knuckling brawling circuit.",anticipation,Fighting,Fighting,1,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",5.714285714285714,5.0,2.0,10.0,21,21,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",5,action adventure crime drama thriller,30,188,3.091042453358316,3.091042453358316
Plot unknown. Sequel to the 2017 film 'Call Me by Your Name.',anticipation,Find Me,Find Me,1,['Horror'],4.666666666666667,4.0,4.0,6.0,3,3,['Horror'],1,horror,12,61,1.3862943611198906,1.3862943611198906
The daughter of the U.S. President heads off to college where she falls for a graduate student with a secret.,anticipation,First Daughter,First Daughter,1,"['Comedy', 'Drama', 'Family', 'Romance']",7.823529411764706,10.0,2.0,10.0,34,17,"['Comedy', 'Drama', 'Family', 'Romance']",4,comedy drama family romance,20,109,3.5553480614894135,2.8903717578961645
A story about a young Chinese immigrant woman's life after placing a personal ad for marriage and marrying an older Chinese man to get into the States. Things get complicated when she meets...                See full summary »,anticipation,Forget Me Not,Forget Me Not,1,"['Drama', 'Horror', 'Romance']",5.125,5.5,4.0,6.0,16,8,"['Drama', 'Horror', 'Romance']",3,drama horror romance,37,226,2.833213344056216,2.1972245773362196
The brainless teenagers form Brain Drain are back and this time they will be going to the Veterinary Faculty at Harvard University.,anticipation,Fuga de cerebros 2,Fuga de cerebros 2,1,"['Action', 'Thriller', 'Science Fiction']",5.0,5.0,5.0,5.0,1,1,"['Action', 'Thriller', 'Science Fiction']",3,action thriller science_fiction,22,131,0.6931471805599453,0.6931471805599453
"What happens after Tanner is outed by his classmates and becomes the title ""gay best friend"" for three high school queen bees?",anticipation,G.B.F.,G.B.F.,1,['Comedy'],6.666666666666667,6.0,4.0,9.0,6,6,['Comedy'],1,comedy,22,126,1.9459101490553132,1.9459101490553132
"Gangster is an Indian (Bengali) film of romance thriller genre directed by Birsa Dasgupta with Yash Dasgupta and Mimi Chakraborty in the lead. A tale of love, passion, heartbreaks and ...                See full summary »",anticipation,Gangster,Gangster,1,"['Romance', 'Crime', 'Drama']",4.666666666666667,4.5,1.0,9.0,6,6,"['Romance', 'Crime', 'Drama']",3,romance crime drama,35,221,1.9459101490553132,1.9459101490553132
"Three actresses at various places on the Hollywood food chain navigate the minefield of love, aging, and ambition. Oh, and they're all played by men!",anticipation,Girls Will Be Girls,Girls Will Be Girls,1,['Comedy'],1.0,1.0,1.0,1.0,12,12,['Comedy'],1,comedy,25,149,2.5649493574615367,2.5649493574615367
"Gray and Sam are brother and sister, best friends, and flatmates in New York City, where she creates ad campaigns and he's a surgery intern. Their social life is too insular, so they head ...                See full summary »",anticipation,Gray Matters,Gray Matters,1,"['Comedy', 'Romance']",4.6,5.0,3.0,6.0,5,5,"['Comedy', 'Romance']",2,comedy romance,39,225,1.791759469228055,1.791759469228055
A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,anticipation,Grease 2,Grease 2,1,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",7.0,7.0,2.0,10.0,9,9,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",5,comedy drama family music romance,25,137,2.302585092994046,2.302585092994046
Modern-day New York City adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder.,anticipation,Hamlet,Hamlet,1,['Drama'],1.0,1.0,1.0,1.0,3,1,['Drama'],1,drama,17,120,1.3862943611198906,0.6931471805599453
This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,anticipation,He's Just Not That Into You,He's Just Not That Into You,1,"['Comedy', 'Romance', 'Drama']",6.0,7.0,2.0,10.0,19,19,"['Comedy', 'Romance', 'Drama']",3,comedy romance drama,17,121,2.995732273553991,2.995732273553991
"Phil has writer's block after 30 detective novels. In court for inspiration, he sees a cute Romanian murder suspect. He provides her alibi. She stays with him. Will he live to write another novel?",anticipation,Her Alibi,Her Alibi,1,"['Comedy', 'Crime', 'Mystery', 'Romance']",5.285714285714286,6.0,3.0,6.0,7,7,"['Comedy', 'Crime', 'Mystery', 'Romance']",4,comedy crime mystery romance,34,196,2.0794415416798357,2.0794415416798357
"When Kid's college money is stolen by a crooked music promoter, Play's solution is to stage the 'mutha' of all pajama parties. Starring Kid 'n Play and Martin Lawrence.",anticipation,House Party 2,House Party 2,1,['Comedy'],4.166666666666667,3.5,3.0,6.0,6,6,['Comedy'],1,comedy,29,168,1.9459101490553132,1.9459101490553132
"Based on the fascinating true-life story of Michael Glatze, a gay activist who becomes a Christian pastor after identifying as a heterosexual.",anticipation,I Am Michael,I Am Michael,1,['Drama'],4.0,4.0,4.0,4.0,3,3,['Drama'],1,drama,22,142,1.3862943611198906,1.3862943611198906
"A bored Italian socialite (Kim Basinger) abandons her jet-set lifestyle for the rigors and rewards of rural Kenya in this true story, based on the best-selling memoir by Kuki Gallmann. Directed by Hugh Hudson (Chariots of Fire).",anticipation,I Dreamed of Africa,I Dreamed of Africa,1,"['Romance', 'Drama', 'Adventure']",4.0,4.0,4.0,4.0,3,3,"['Romance', 'Drama', 'Adventure']",3,romance drama adventure,37,228,1.3862943611198906,1.3862943611198906
"A florist, who abides by a strict five-date limit with any man, finds herself wanting more with the new restaurateur in town.",anticipation,I Hate Valentine's Day,I Hate Valentine's Day,1,"['Comedy', 'Romance']",4.647058823529412,4.0,2.0,10.0,17,17,"['Comedy', 'Romance']",2,comedy romance,22,125,2.8903717578961645,2.8903717578961645
Teens in the 21s Century can be crazy and do things parents don't approve of. When two Ryan a 17 year old high school student meets Oscar they discover they are more than just friends but ...                See full summary »,anticipation,If I Stay,If I Stay,1,['Drama'],7.105263157894737,7.0,4.0,10.0,19,19,['Drama'],1,drama,41,225,2.995732273553991,2.995732273553991
Two NYC roommates have a pact to jump off Brooklyn Bridge if they haven't found life partners before she's 30. That's less than a month away.,anticipation,If Lucy Fell,If Lucy Fell,1,"['Comedy', 'Romance']",6.875,7.5,2.0,10.0,16,16,"['Comedy', 'Romance']",2,comedy romance,26,141,2.833213344056216,2.833213344056216
"A billionaire offers $1,000,000 to a young married couple for one night with the wife.",anticipation,Indecent Proposal,Indecent Proposal,1,['Drama'],7.944444444444445,8.0,5.0,10.0,18,18,['Drama'],1,drama,15,86,2.9444389791664403,2.9444389791664403
A beautiful gold digger matches wits with a shrewd Beverly Hills divorce lawyer who is increasingly attracted to her.,anticipation,Intolerable Cruelty,Intolerable Cruelty,1,"['Crime', 'Comedy', 'Romance']",6.4,6.5,3.0,10.0,10,10,"['Crime', 'Comedy', 'Romance']",3,crime comedy romance,19,117,2.3978952727983707,2.3978952727983707
It revolves around a winning lottery ticket of Rs100 crores in Jojo's lost coat which everyone is searching for.,anticipation,Jackpot,Jackpot,1,[],2.3333333333333335,2.0,1.0,4.0,9,3,[],0,unknown_genre,19,112,2.302585092994046,1.3862943611198906
An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,anticipation,Journey to the Center of the Earth,Journey to the Center of the Earth,1,"['Adventure', 'Fantasy', 'Family']",3.272727272727273,2.0,1.0,10.0,44,11,"['Adventure', 'Fantasy', 'Family']",3,adventure fantasy family,19,130,3.8066624897703196,2.4849066497880004
Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,anticipation,Julie & Julia,Julie & Julia,1,"['Romance', 'Drama']",6.7894736842105265,7.0,2.0,9.0,19,19,"['Romance', 'Drama']",2,romance drama,27,163,2.995732273553991,2.995732273553991
